n_trades,n_buys,avg_return_before_buy,buy_after_spike_ratio,avg_missed_return,avg_post_buy_return,loss_after_buy_ratio,investor_id,window_start,window_bin,fomo_label
9,4,0.07770509960548846,0.75,0.0021866018970007907,0.06626506024096378,0.25,4CFB83A1C06222CE7A1D,2018-04-17,2018-04-17,0
2,0,,0.0,-0.006160143039205098,,,4CFB83A1C06222CE7A1D,2018-04-30,2018-04-27,0
1,1,-0.15384615384615385,0.0,0.005413284332508553,-0.027272727272727296,1.0,4CFB83A1C06222CE7A1D,2018-05-03,2018-05-02,0
4,3,-0.0849673202614379,0.0,0.0031580213735271146,-0.11771284271284267,1.0,4CFB83A1C06222CE7A1D,2018-05-09,2018-05-07,0
1,1,-0.06666666666666654,0.0,0.0004392951967733268,,0.0,4CFB83A1C06222CE7A1D,2018-05-15,2018-05-12,0
7,3,-0.09188406223444427,0.0,-0.004714928523099841,-0.033966349127799084,0.3333333333333333,4CFB83A1C06222CE7A1D,2018-05-22,2018-05-22,0
5,3,-0.1461882848451274,0.0,-0.0013839969869117767,0.13436438916045415,0.0,4CFB83A1C06222CE7A1D,2018-05-29,2018-05-27,0
1,1,-0.06407487401007916,0.0,0.0037891531345410788,,0.0,4CFB83A1C06222CE7A1D,2018-06-04,2018-06-01,0
1,1,-0.037190082644627975,0.0,0.0037680172922726425,0.004291845493562235,0.0,4CFB83A1C06222CE7A1D,2018-06-29,2018-06-26,0
1,1,-0.10588235294117643,0.0,0.0038220206494240165,,0.0,4CFB83A1C06222CE7A1D,2018-07-02,2018-07-01,0
1,1,0.04629629629629628,1.0,0.0037023833465643684,,0.0,4CFB83A1C06222CE7A1D,2018-10-08,2018-10-04,0
5,3,-0.11226204351204346,0.0,-0.004392542512229364,0.002232142857142859,0.0,4CFB83A1C06222CE7A1D,2018-10-09,2018-10-09,0
4,2,0.06813725490196076,1.0,0.0027334055846034745,-0.07692307692307698,0.5,4CFB83A1C06222CE7A1D,2018-10-16,2018-10-14,0
5,2,0.01178861788617902,0.5,-0.003218953060395483,0.034482758620689564,0.0,4CFB83A1C06222CE7A1D,2018-10-19,2018-10-19,0
2,1,0.00952380952380949,0.0,-0.004500189044703524,,0.0,4CFB83A1C06222CE7A1D,2018-11-05,2018-11-03,0
1,1,0.05445544554455428,1.0,0.003695968921054732,0.028169014084507067,0.0,4CFB83A1C06222CE7A1D,2018-11-09,2018-11-08,0
2,1,-0.13391557496360995,0.0,-0.004447453247799403,,0.0,4CFB83A1C06222CE7A1D,2018-11-20,2018-11-18,0
4,2,-0.06763489986438187,0.0,-0.007107162858348015,0.10375497965303049,0.0,4CFB83A1C06222CE7A1D,2018-11-28,2018-11-28,0
2,1,0.08393632416787256,1.0,-0.004442850691514227,,0.0,4CFB83A1C06222CE7A1D,2018-12-03,2018-12-03,0
2,1,-0.008333333333333304,0.0,-0.0007663305925876811,,0.0,4CFB83A1C06222CE7A1D,2018-12-10,2018-12-08,0
2,1,0.011513157894736725,0.0,-0.006165131395055028,-0.00487804878048799,1.0,4CFB83A1C06222CE7A1D,2018-12-13,2018-12-13,0
2,1,-0.05084745762711862,0.0,-0.006168429975164498,,0.0,4CFB83A1C06222CE7A1D,2018-12-18,2018-12-18,0
3,2,-0.01976083226083225,0.0,-0.006143894810305011,-0.0346020761245675,0.5,4CFB83A1C06222CE7A1D,2018-12-28,2018-12-28,0
4,2,0.101661994626426,1.0,0.0018363750031754702,0.04263635907471527,0.5,4CFB83A1C06222CE7A1D,2020-01-02,2020-01-02,0
4,2,0.11771694746594374,1.0,0.004280244674822133,0.033766233766233736,0.0,4CFB83A1C06222CE7A1D,2020-01-08,2020-01-07,0
6,3,0.16448496182016506,1.0,0.0041604627046384676,0.08000000000000007,0.0,4CFB83A1C06222CE7A1D,2020-01-13,2020-01-12,0
2,1,0.7349726775956285,1.0,0.004217172269281698,,0.0,4CFB83A1C06222CE7A1D,2020-01-21,2020-01-17,0
3,1,-0.05063291139240511,0.0,0.005831572846750667,0.2,0.0,4CFB83A1C06222CE7A1D,2020-01-22,2020-01-22,0
4,2,0.3740144415832648,1.0,0.004070514824693616,,0.0,4CFB83A1C06222CE7A1D,2020-01-27,2020-01-27,0
2,1,-0.22093023255813937,0.0,0.008760242883912752,,0.0,4CFB83A1C06222CE7A1D,2020-02-04,2020-02-01,0
3,1,0.47747747747747726,1.0,0.007312620154041428,,0.0,4CFB83A1C06222CE7A1D,2020-02-07,2020-02-06,0
7,3,0.10474466554783024,0.3333333333333333,0.006586008701297663,-0.06432748538011689,0.3333333333333333,4CFB83A1C06222CE7A1D,2020-02-11,2020-02-11,0
4,2,-0.018482794577685147,0.5,0.006452539359096303,-0.21678321678321671,0.5,4CFB83A1C06222CE7A1D,2020-02-17,2020-02-16,0
2,1,-0.19298245614035092,0.0,0.00356254891987962,,0.0,4CFB83A1C06222CE7A1D,2020-02-24,2020-02-21,0
4,2,-0.31877332739123165,0.0,0.0006984504487846176,-0.01966386554621878,0.5,4CFB83A1C06222CE7A1D,2020-02-26,2020-02-26,0
8,4,-0.009924266687371092,0.5,-0.0028380738871123944,-0.23386175480293125,0.75,4CFB83A1C06222CE7A1D,2020-03-03,2020-03-02,0
2,1,-0.18695652173913047,0.0,0.00583209599925244,,0.0,4CFB83A1C06222CE7A1D,2020-03-10,2020-03-07,0
4,2,-0.29653679653679654,0.0,0.004126421400556907,0.025146198830409312,0.5,4CFB83A1C06222CE7A1D,2020-03-12,2020-03-12,0
6,3,-0.0963434954803883,0.0,0.0034649553828901593,0.22585727086469928,0.3333333333333333,4CFB83A1C06222CE7A1D,2020-03-18,2020-03-17,0
4,2,0.315441906653426,1.0,-0.00017319353445174684,-0.052453468697123494,0.5,4CFB83A1C06222CE7A1D,2020-03-24,2020-03-22,0
4,2,0.01901366607248961,0.5,-0.0020199669260740753,,0.0,4CFB83A1C06222CE7A1D,2020-03-30,2020-03-27,0
2,1,0.20629370629370625,1.0,0.001375915008601437,0.055072463768115996,0.0,4CFB83A1C06222CE7A1D,2020-04-09,2020-04-06,0
2,1,-0.05128205128205132,0.0,0.0003290710372747432,-0.18918918918918917,1.0,4CFB83A1C06222CE7A1D,2020-04-16,2020-04-16,0
2,1,0.1297709923664121,1.0,0.008577156780448479,0.006756756756756763,0.0,4CFB83A1C06222CE7A1D,2020-04-24,2020-04-21,0
3,2,0.09202354767757792,0.5,0.007429691334346198,-0.1176470588235293,0.5,4CFB83A1C06222CE7A1D,2020-04-27,2020-04-26,0
2,1,-0.047752808988763884,0.0,0.0040448262766055645,,0.0,4CFB83A1C06222CE7A1D,2020-05-04,2020-05-01,0
5,2,-0.11926732276146779,0.0,0.002248323837363915,-0.03896524486571879,1.0,4CFB83A1C06222CE7A1D,2020-05-06,2020-05-06,0
4,2,-0.11531007751937988,0.0,-0.0003664914792083715,,0.0,4CFB83A1C06222CE7A1D,2020-05-11,2020-05-11,0
2,1,-0.04901960784313719,0.0,0.0021987930679398973,,0.0,4CFB83A1C06222CE7A1D,2020-05-19,2020-05-16,0
2,1,0.03809523809523818,1.0,0.0021834106778022343,-0.1559633027522936,1.0,4CFB83A1C06222CE7A1D,2020-05-28,2020-05-26,0
1,1,-0.05154639175257736,0.0,0.006488286930756038,,0.0,4CFB83A1C06222CE7A1D,2020-06-01,2020-05-31,0
2,1,0.044247787610619316,1.0,0.0034720557620753142,-0.05084745762711857,1.0,4CFB83A1C06222CE7A1D,2020-06-05,2020-06-05,0
2,1,-0.24504950495049505,0.0,-0.0006906004720594433,0.018032786885245962,0.0,4CFB83A1C06222CE7A1D,2020-06-12,2020-06-10,0
3,2,-0.04205152258623179,0.0,0.0024331827860771915,0.013033734371314,0.5,4CFB83A1C06222CE7A1D,2020-06-17,2020-06-15,0
2,1,-0.040518638573743826,0.0,0.002345464068995893,,0.0,4CFB83A1C06222CE7A1D,2020-06-29,2020-06-25,0
1,1,-0.08219178082191769,0.0,-0.0018961180414125828,0.011608623548922043,0.0,4CFB83A1C06222CE7A1D,2020-07-01,2020-06-30,0
4,2,-0.25333599452554745,0.0,0.0026255407027214795,0.06956521739130428,0.0,4CFB83A1C06222CE7A1D,2020-07-10,2020-07-10,0
2,1,0.02491103202846978,1.0,5.92313755892681e-05,-0.024305555555555528,1.0,4CFB83A1C06222CE7A1D,2020-07-21,2020-07-20,0
1,1,0.012152777777777679,0.0,-0.001970288291884042,-0.05660377358490562,1.0,4CFB83A1C06222CE7A1D,2020-07-29,2020-07-25,0
2,1,-0.18918918918918914,0.0,0.002613465136954212,-0.0833333333333333,1.0,4CFB83A1C06222CE7A1D,2020-08-26,2020-08-24,0
3,2,-0.01388888888888884,0.5,0.006175569664304002,0.021052631578947385,0.0,4CFB83A1C06222CE7A1D,2020-08-31,2020-08-29,0
2,1,-0.06730769230769229,0.0,0.001169010694206098,,0.0,4CFB83A1C06222CE7A1D,2020-09-08,2020-09-08,0
2,1,-0.09322033898305071,0.0,0.001032690870913989,,0.0,4CFB83A1C06222CE7A1D,2020-09-15,2020-09-13,0
2,1,-0.07471264367816088,0.0,0.0023215660375372543,,0.0,4CFB83A1C06222CE7A1D,2020-09-21,2020-09-18,0
3,2,-0.33523349697731974,0.0,-0.0004260225813752585,-0.2424242424242425,1.0,4CFB83A1C06222CE7A1D,2020-09-24,2020-09-23,0
5,3,-0.2460573968239752,0.0,-0.00019946169923612086,0.20262715426649866,0.0,4CFB83A1C06222CE7A1D,2020-09-29,2020-09-28,0
3,2,0.08487179487179497,0.5,-0.0007730593977378448,,0.0,4CFB83A1C06222CE7A1D,2020-10-05,2020-10-03,0
2,1,-0.06504065040650397,0.0,0.0022318484756658147,,0.0,4CFB83A1C06222CE7A1D,2020-10-12,2020-10-08,0
2,1,-0.1333333333333333,0.0,0.00231034509497157,,0.0,4CFB83A1C06222CE7A1D,2020-10-13,2020-10-13,0
2,1,-0.007352941176470562,0.0,0.00223369030870418,-0.09259259259259255,1.0,4CFB83A1C06222CE7A1D,2020-10-21,2020-10-18,0
4,2,-0.059761809179713576,0.0,0.00030538887179705574,-0.005511811023625921,0.5,4CFB83A1C06222CE7A1D,2020-10-23,2020-10-23,0
2,1,-0.09387755102040818,0.0,0.0003163264065099734,,0.0,4CFB83A1C06222CE7A1D,2020-11-02,2020-11-02,0
1,0,,0.0,-0.002006089809112446,,,4CFB83A1C06222CE7A1D,2020-11-11,2020-11-07,0
8,5,0.04829996483686734,0.6,0.002072483954529474,0.1148821098687409,0.0,4CFB83A1C06222CE7A1D,2020-11-12,2020-11-12,0
1,1,0.37090909090909085,1.0,-0.0022523294185596027,0.007957559681697658,0.0,4CFB83A1C06222CE7A1D,2020-11-18,2020-11-17,0
2,1,-0.0267379679144385,0.0,-0.0008829017877314174,,0.0,4CFB83A1C06222CE7A1D,2020-11-23,2020-11-22,0
6,3,0.011048289600348945,0.3333333333333333,0.0015290472092533535,-0.018567639257294412,0.3333333333333333,4CFB83A1C06222CE7A1D,2020-11-27,2020-11-27,0
4,2,-0.03144144144144145,0.0,0.003870349347439088,0.0,0.0,4CFB83A1C06222CE7A1D,2020-12-07,2020-12-07,0
2,1,-0.109375,0.0,0.002287566721909146,0.038596491228070184,0.0,4CFB83A1C06222CE7A1D,2020-12-23,2020-12-22,0
2,1,0.032467532467532534,1.0,0.0021945470677076024,-0.050314465408805076,1.0,4CFB83A1C06222CE7A1D,2020-12-30,2020-12-27,0
2,1,0.04391891891891886,1.0,0.0021695390928206525,,0.0,4CFB83A1C06222CE7A1D,2021-01-04,2021-01-01,0
1,0,,0.0,-0.00208540092867819,,,4CFB83A1C06222CE7A1D,2021-01-11,2021-01-11,0
1,0,,0.0,-0.012739138057029751,,,4CFB83A1C06222CE7A1D,2021-09-27,2021-09-23,0
5,5,,0.0,0.005612334611821271,,0.0,4CFCC8CF085D39B83D99,2018-01-02,2018-01-02,0
5,0,,0.0,0.005645866308389918,,,4CFCC8CF085D39B83D99,2020-07-14,2020-07-10,0
5,0,,0.0,0.005564541135537442,,,4CFCC8CF085D39B83D99,2021-06-01,2021-05-31,0
1,1,,0.0,0.002309309064877031,,0.0,4CFD9DB83FBC946D5AA9,2018-01-02,2018-01-02,0
1,0,,0.0,0.0023111245594248904,,,4CFD9DB83FBC946D5AA9,2021-02-15,2021-02-15,0
2,2,0.012013721177067949,0.5,0.0009070488634405767,0.04205426356589149,0.0,4CFD9DB83FBC946D5AA9,2022-01-26,2022-01-26,0
1,1,0.04549019607843152,1.0,0.0008894625406514762,0.06526631657914476,0.0,4CFD9DB83FBC946D5AA9,2022-02-04,2022-01-31,0
1,0,,0.0,0.0010504290935899124,,,4CFD9DB83FBC946D5AA9,2022-03-01,2022-02-25,0
1,1,-0.00279523193494724,0.0,0.00012407871926139034,-0.00014671701376830302,1.0,4D00B6FB6AA46F698C3A,2021-10-13,2021-10-13,0
1,1,,0.0,0.0017839953550983858,,0.0,4D00DD56874C69AC1C33,2018-01-02,2018-01-02,0
1,0,,0.0,0.0017598155748391815,,,4D00DD56874C69AC1C33,2021-08-25,2021-08-24,0
4,4,,0.0,0.0015718511060193066,,0.0,4D015D9AC4A0BC36B303,2018-01-02,2018-01-02,0
1,1,,0.0,0.005740065035208896,,0.0,4D015D9AC4A0BC36B303,2019-05-06,2019-05-02,0
5,0,,0.0,0.0022276822589732425,,,4D015D9AC4A0BC36B303,2019-07-24,2019-07-21,0
1,1,0.050403225806451735,1.0,0.002407389810161591,,0.0,4D015D9AC4A0BC36B303,2019-07-29,2019-07-26,0
1,1,0.06951871657754016,1.0,0.0003322312162354287,,0.0,4D015D9AC4A0BC36B303,2019-09-03,2019-08-30,0
2,2,,0.0,0.012848038531424919,,0.0,4D02EAD5FA65F18A9BB0,2018-01-02,2018-01-02,0
2,0,,0.0,0.012901409661869118,,,4D02EAD5FA65F18A9BB0,2021-06-15,2021-06-15,0
1,1,,0.0,0.01925337903915062,,0.0,4D0465316FCAE3C00F41,2018-01-02,2018-01-02,0
1,0,,0.0,0.01925071773051617,,,4D0465316FCAE3C00F41,2021-09-07,2021-09-03,0
3,3,,0.0,0.003645788062246635,,0.0,4D06A313A56AC40A98E6,2018-01-02,2018-01-02,0
1,0,,0.0,0.005545628304344593,,,4D06A313A56AC40A98E6,2018-03-22,2018-03-18,0
2,2,-0.009555570311244044,0.0,0.00272543153991299,,0.0,4D06A313A56AC40A98E6,2018-03-26,2018-03-23,0
1,0,,0.0,0.002849893793284698,,,4D06A313A56AC40A98E6,2018-04-03,2018-04-02,0
1,0,,0.0,0.002802702463483336,,,4D06A313A56AC40A98E6,2018-04-12,2018-04-12,0
1,1,0.05057096247960846,1.0,0.005470367099311425,,0.0,4D06A313A56AC40A98E6,2018-04-17,2018-04-17,0
3,1,0.0013649336145924451,0.0,0.00041277397658687356,,0.0,4D06A313A56AC40A98E6,2018-05-08,2018-05-07,0
2,1,-0.09541511771995048,0.0,-0.002070879046218673,,0.0,4D06A313A56AC40A98E6,2018-05-15,2018-05-12,0
4,1,-0.12727272727272732,0.0,-0.0020539507917960264,-0.005833333333333246,1.0,4D06A313A56AC40A98E6,2018-05-25,2018-05-22,0
3,3,0.010402730268163443,0.3333333333333333,0.009120220193700321,-0.028331152573576848,0.6666666666666666,4D06A313A56AC40A98E6,2018-06-01,2018-06-01,0
1,1,-0.014827018121911006,0.0,0.0026182122943744913,-0.016722408026756088,1.0,4D06A313A56AC40A98E6,2018-06-06,2018-06-06,0
1,1,0.02410283877878938,1.0,0.0009062765007927047,0.07740585774058585,0.0,4D06A313A56AC40A98E6,2018-06-20,2018-06-16,0
2,1,0.041884816753926746,1.0,0.01008413612380771,,0.0,4D06A313A56AC40A98E6,2018-06-26,2018-06-26,1
1,0,,0.0,0.0009648637703257364,,,4D06A313A56AC40A98E6,2018-08-31,2018-08-30,0
2,2,-0.06305625241083773,0.0,0.00410791251491661,0.018132097260537623,0.0,4D06A313A56AC40A98E6,2018-09-06,2018-09-04,0
1,0,,0.0,0.0009510011265982796,,,4D06A313A56AC40A98E6,2018-10-03,2018-09-29,0
1,1,-0.07717041800643076,0.0,0.002667224401201944,-0.11846689895470393,1.0,4D06A313A56AC40A98E6,2018-10-04,2018-10-04,0
2,2,,0.0,0.0012257236273289197,,0.0,4D0772732E81E8C981D2,2018-01-02,2018-01-02,0
2,0,,0.0,0.0012243023354058958,,,4D0772732E81E8C981D2,2022-02-07,2022-02-05,0
1,1,,0.0,-0.0025206626604693774,-0.012154000000000024,1.0,4D0CAE752D72A641E4EE,2022-01-21,2022-01-21,0
2,2,,0.0,0.005559655768059867,,0.0,4D0CE928D0D317658391,2018-01-02,2018-01-02,0
1,0,,0.0,0.0037474969104119428,,,4D0CE928D0D317658391,2020-01-07,2020-01-07,0
1,1,-0.04069767441860472,0.0,0.0037538561704484447,,0.0,4D0CE928D0D317658391,2020-02-04,2020-02-01,0
1,1,-0.10891719745222928,0.0,0.0038074878709465775,,0.0,4D0CE928D0D317658391,2020-02-25,2020-02-21,0
1,1,0.1366666666666665,1.0,0.0036144187953814078,,0.0,4D0CE928D0D317658391,2020-04-28,2020-04-26,0
1,1,,0.0,0.0054281929182233984,,0.0,4D0CE928D0D317658391,2020-09-29,2020-09-28,0
1,1,-0.09244203553146646,0.0,0.0037945356996252227,,0.0,4D0CE928D0D317658391,2020-10-27,2020-10-23,0
1,1,-0.014022638959283573,0.0,0.003732885230621934,-0.013022618231665612,1.0,4D0CE928D0D317658391,2021-01-13,2021-01-11,0
1,0,,0.0,0.0036639274128605643,,,4D0CE928D0D317658391,2021-03-01,2021-02-25,0
1,1,-0.48829787234042554,0.0,-0.006483119587136657,,0.0,4D0CE928D0D317658391,2021-03-23,2021-03-22,0
1,1,0.07746236064820122,1.0,0.003660963061119195,0.020000000000000018,0.0,4D0CE928D0D317658391,2021-04-01,2021-04-01,0
3,2,0.1341018814132393,1.0,-0.0007452979043863872,0.0276980396652527,0.0,4D0CE928D0D317658391,2021-04-07,2021-04-06,0
2,1,0.21067951249404215,1.0,0.002184218704946612,,0.0,4D0CE928D0D317658391,2021-04-12,2021-04-11,0
2,0,,0.0,0.002326762382621303,,,4D0CE928D0D317658391,2021-09-22,2021-09-18,0
2,2,0.03201071687029067,0.5,0.0022983775504867706,,0.0,4D0CE928D0D317658391,2021-10-18,2021-10-18,0
3,1,-0.013109023377758322,0.0,0.0023383808254868275,0.05911002878016383,0.0,4D0CE928D0D317658391,2021-10-29,2021-10-28,0
1,1,0.02083333333333326,1.0,0.0037054827366811986,-0.04081632653061228,1.0,4D0CE928D0D317658391,2021-11-18,2021-11-17,0
1,1,-0.06729166666666664,0.0,0.003774763397058557,,0.0,4D0CE928D0D317658391,2021-11-29,2021-11-27,0
2,0,,0.0,0.005581103765211,,,4D0CE928D0D317658391,2022-01-19,2022-01-16,0
1,1,0.06575757575757568,1.0,0.019216819136070096,0.023599658800113787,0.0,4D0CE928D0D317658391,2022-02-02,2022-01-31,1
1,1,0.00478873239436628,0.0,0.01926475061670155,,0.0,4D0CE928D0D317658391,2022-02-08,2022-02-05,0
1,0,,0.0,0.019244973633564214,,,4D0CE928D0D317658391,2022-02-11,2022-02-10,0
2,1,-0.026620059155686993,0.0,0.0193820080501433,-0.1814917127071823,1.0,4D0CE928D0D317658391,2022-02-25,2022-02-25,0
1,1,0.09947643979057585,1.0,0.01919031059516365,-0.01269841269841271,1.0,4D0CE928D0D317658391,2022-03-16,2022-03-12,1
1,0,,0.0,0.019293843374582016,,,4D0CE928D0D317658391,2022-04-29,2022-04-26,0
2,1,-0.42164438069680277,0.0,0.007997952411378701,,0.0,4D0DB9B2003615BB1110,2020-03-09,2020-03-07,0
2,1,-0.6258361204013378,0.0,-0.00637499203362965,0.44469273743016746,0.0,4D0DB9B2003615BB1110,2021-04-21,2021-04-21,0
5,3,-0.240223285973696,0.3333333333333333,-0.005717543770724864,-0.0005028735632183912,0.3333333333333333,4D0DB9B2003615BB1110,2021-05-06,2021-05-06,0
1,0,,0.0,-0.012989292035303758,,,4D0DB9B2003615BB1110,2021-05-12,2021-05-11,0
2,1,-0.2959438377535102,0.0,0.001157885523223758,0.15167294482605806,0.0,4D0DB9B2003615BB1110,2021-05-21,2021-05-21,0
1,1,,0.0,0.0009244984664470617,,0.0,4D0DC600EB427721825F,2018-01-02,2018-01-02,0
1,1,0.04431818181818192,1.0,0.003687019805482417,-0.05331882480957567,1.0,4D0DC600EB427721825F,2018-02-01,2018-02-01,0
1,0,,0.0,0.0008747983808383939,,,4D0DC600EB427721825F,2018-02-06,2018-02-06,0
1,1,0.16764705882352948,1.0,0.01913671734120693,-0.003148614609571861,1.0,4D0DC600EB427721825F,2018-04-19,2018-04-17,1
1,1,-0.04518664047151277,0.0,0.003757385231810794,0.004629629629629691,0.0,4D0DC600EB427721825F,2018-05-04,2018-05-02,0
1,0,,0.0,0.003729802189066688,,,4D0DC600EB427721825F,2018-05-15,2018-05-12,0
1,1,-0.09999999999999987,0.0,0.01934713169562794,,0.0,4D0DC600EB427721825F,2018-05-29,2018-05-27,0
1,0,,0.0,0.019221642197585934,,,4D0DC600EB427721825F,2018-06-01,2018-06-01,0
1,1,-0.020930232558139528,0.0,0.0037383157287342425,0.02731591448931119,0.0,4D0DC600EB427721825F,2018-07-12,2018-07-11,0
1,0,,0.0,0.019372574805976712,,,4D0DC600EB427721825F,2018-08-13,2018-08-10,0
1,1,-0.190919674039581,0.0,0.0010753193567819895,0.043165467625899324,0.0,4D0DC600EB427721825F,2018-09-05,2018-09-04,0
1,1,0.09090909090909083,1.0,0.0036503917322977405,0.016666666666666684,0.0,4D0DC600EB427721825F,2018-11-08,2018-11-08,0
1,1,0.10794297352342164,1.0,0.0036370003151481095,-0.055147058823529264,1.0,4D0DC600EB427721825F,2018-12-05,2018-12-03,0
1,1,-0.16790736145574858,0.0,0.0010572279160714296,-0.0755467196819085,1.0,4D0DC600EB427721825F,2019-01-16,2019-01-12,0
1,0,,0.0,0.0037009786748363345,,,4D0DC600EB427721825F,2019-03-26,2019-03-23,0
1,1,-0.10646108663729814,0.0,0.0010089210962456038,0.0394412489728838,0.0,4D0DC600EB427721825F,2019-05-09,2019-05-07,0
1,0,,0.0,0.0007550710855775509,,,4D0DC600EB427721825F,2019-05-28,2019-05-27,0
1,1,-0.07258064516129037,0.0,0.01932557559905663,,0.0,4D0DC600EB427721825F,2019-06-25,2019-06-21,0
1,1,0.05102040816326525,1.0,-0.0012791486695808332,-0.06116504854368939,1.0,4D0DC600EB427721825F,2019-07-04,2019-07-01,0
1,0,,0.0,0.01919968074933341,,,4D0DC600EB427721825F,2019-07-19,2019-07-16,0
1,1,0.06533333333333347,1.0,0.0008738625899793839,,0.0,4D0DC600EB427721825F,2019-09-02,2019-08-30,0
1,0,,0.0,0.0009261787767795922,,,4D0DC600EB427721825F,2019-09-12,2019-09-09,0
1,1,0.0457804743519028,1.0,0.0008892343344616416,0.005274261603375532,0.0,4D0DC600EB427721825F,2019-12-13,2019-12-13,0
1,1,-0.02564102564102566,0.0,-0.0012188802467787178,,0.0,4D0DC600EB427721825F,2020-02-10,2020-02-06,0
2,1,-0.07624633431085048,0.0,-1.2511263985653684e-05,-0.18253968253968253,1.0,4D0DC600EB427721825F,2020-03-03,2020-03-02,0
3,1,-0.13,0.0,9.101213641248881e-05,,0.0,4D0DC600EB427721825F,2020-03-13,2020-03-12,0
1,1,-0.152276295133438,0.0,-0.001119324217303551,0.059259259259259144,0.0,4D0DC600EB427721825F,2020-03-18,2020-03-17,0
1,1,-0.09269703543022423,0.0,0.0009981003012714902,0.11890341090213581,0.0,4D0DC600EB427721825F,2020-04-02,2020-04-01,0
1,1,0.0393162393162394,1.0,0.0008943162802443956,,0.0,4D0DC600EB427721825F,2020-04-14,2020-04-11,0
1,0,,0.0,0.0010648727411434588,,,4D0DC600EB427721825F,2020-04-21,2020-04-21,0
1,1,-0.08175642891800095,0.0,0.0009894991955228863,-0.12483487450462351,1.0,4D0DC600EB427721825F,2020-05-08,2020-05-06,0
1,0,,0.0,0.0009728942361808428,,,4D0DC600EB427721825F,2020-05-12,2020-05-11,0
1,1,-0.04284525790349414,0.0,0.01930219872228163,0.29291612342459794,0.0,4D0DC600EB427721825F,2020-05-21,2020-05-21,0
1,0,,0.0,0.01894737011384638,,,4D0DC600EB427721825F,2020-05-27,2020-05-26,0
1,1,-0.015209125475285301,0.0,0.0012192480783681852,-0.021621621621621574,1.0,4D0DC600EB427721825F,2020-07-02,2020-06-30,0
2,2,-0.04244904314155551,0.0,1.749835571879034e-05,-0.03011122169620466,1.0,4D0DC600EB427721825F,2020-08-05,2020-08-04,0
1,0,,0.0,-0.0012788849300710723,,,4D0DC600EB427721825F,2021-03-04,2021-03-02,0
1,0,,0.0,-0.0012419250551633566,,,4D0DC600EB427721825F,2021-04-16,2021-04-16,0
1,0,,0.0,0.001210149995161486,,,4D0DC600EB427721825F,2021-12-22,2021-12-22,0
1,0,,0.0,0.0012344565097341335,,,4D0DC600EB427721825F,2022-02-17,2022-02-15,0
2,2,0.01726774913877266,0.5,0.0006850340294821037,,0.0,4D0DC600EB427721825F,2022-03-29,2022-03-27,0
1,0,,0.0,0.0004357884354669493,,,4D0DC600EB427721825F,2022-07-29,2022-07-25,0
1,1,-0.0879610863396838,0.0,0.0009943770708543966,-0.04555555555555559,1.0,4D0DC600EB427721825F,2022-09-02,2022-08-29,0
2,2,,0.0,0.0004853631599729577,,0.0,4D0E25A4720EE8A56752,2018-01-02,2018-01-02,0
1,0,,0.0,-0.00011354517854856273,,,4D0E25A4720EE8A56752,2018-01-09,2018-01-07,0
1,0,,0.0,-0.0001193789588645009,,,4D0E25A4720EE8A56752,2018-01-12,2018-01-12,0
1,0,,0.0,0.0010127208705510262,,,4D0E25A4720EE8A56752,2018-01-26,2018-01-22,0
5,5,-0.04664001663003523,0.0,0.004359975682377654,-0.03764854690968055,1.0,4D0E25A4720EE8A56752,2018-03-02,2018-02-26,0
1,1,-0.06413612565445015,0.0,0.0011071088881695601,,0.0,4D0E25A4720EE8A56752,2018-03-05,2018-03-03,0
2,2,-0.005959475566150285,0.0,0.0006032769856739466,0.0018123156074236254,0.5,4D0E25A4720EE8A56752,2018-03-08,2018-03-08,0
4,2,-0.04561211340206184,0.0,0.0008358020623871707,0.006248494552049557,0.0,4D0E25A4720EE8A56752,2018-03-23,2018-03-23,0
2,1,0.023899371069182385,1.0,0.0016347257614196164,,0.0,4D0E25A4720EE8A56752,2018-04-23,2018-04-22,0
1,1,-0.03914988814317677,0.0,0.00010071483149533886,,0.0,4D0E25A4720EE8A56752,2018-05-15,2018-05-12,0
1,0,,0.0,0.01926568741708851,,,4D0E25A4720EE8A56752,2018-06-04,2018-06-01,0
1,0,,0.0,2.263435990414778e-05,,,4D0E25A4720EE8A56752,2018-06-07,2018-06-06,0
3,2,-0.03716002530044271,0.0,0.008906406888210594,,0.0,4D0E25A4720EE8A56752,2018-06-11,2018-06-11,0
2,1,-0.031215161649944423,0.0,0.011444451754830644,-0.005753739930954999,1.0,4D0E25A4720EE8A56752,2018-06-18,2018-06-16,0
1,1,-0.024137931034482696,0.0,0.003632367465585469,-0.003533568904593564,1.0,4D0E25A4720EE8A56752,2018-06-28,2018-06-26,0
1,0,,0.0,0.0005642455575128075,,,4D0E25A4720EE8A56752,2018-07-13,2018-07-11,0
1,0,,0.0,0.006295744220295103,,,4D0E25A4720EE8A56752,2018-07-18,2018-07-16,0
2,2,-0.13399062550509133,0.0,-0.0028655496023510057,,0.0,4D0E25A4720EE8A56752,2018-08-14,2018-08-10,0
1,1,-0.03378378378378388,0.0,-0.0012124787073583103,,0.0,4D0E25A4720EE8A56752,2018-08-20,2018-08-20,0
1,0,,0.0,-0.007060094357127335,,,4D0E25A4720EE8A56752,2019-02-07,2019-02-06,0
